CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,CTPR,OCCP_GRP_1,TOTALPREM,WEDD_YN,MATE_OCCP_GRP_1,CHLD_CNT,LTBN_CHLD_AGE,MAX_PRM,CUST_INCM,RCBASE_HSHD_INCM,JPBASE_HSHD_INCM
2097,1,N,1,4,33888,20.0,N,경기,전문직,0.0,Y,주부,1.0,1.0,0.0,5470.0,9928,5470.0
21423,1,N,1,3,8055,20.0,N,광주,서비스,7215200.0,N,n,0.0,0.0,0.0,3724.0,2397,3724.0
8310,2,,2,3,18472,20.0,N,대전,기타,9325849.0,Y,사무직,0.0,0.0,0.0,0.0,4380,4495.0
8675,1,N,1,1,9076,99.0,N,충남,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
4369,1,N,1,2,6277,40.0,N,경북,기타,0.0,N,n,0.0,0.0,0.0,0.0,5580,5668.0
6966,1,N,2,1,35694,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,8719,8627.0
4091,1,N,2,7,0,20.0,N,경기,n,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
13882,1,N,1,5,4583,20.0,N,전북,사무직,17215056.0,Y,주부,2.0,3.0,0.0,4162.0,4150,4162.0
3696,1,N,2,2,130952,11.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,11112,11091.0
17534,1,N,1,2,20000,20.0,N,경남,기타,0.0,N,n,0.0,0.0,0.0,0.0,7718,7553.0
3958,1,N,2,3,9825,20.0,N,충남,주부,4609828.0,N,n,0.0,0.0,0.0,0.0,3865,4088.0
21542,1,N,2,2,34580,11.0,N,경남,사무직,15637872.0,N,n,0.0,0.0,0.0,2508.0,5000,2508.0
12402,1,N,1,3,4408,99.0,N,강원,사무직,22782884.0,N,n,0.0,0.0,0.0,3408.0,0,3408.0
17398,1,N,1,3,5779,40.0,N,전남,자영업,0.0,N,n,0.0,0.0,0.0,3930.0,3095,3930.0
9581,2,,1,5,14864,99.0,N,대전,서비스,0.0,Y,서비스,1.0,3.0,0.0,3547.0,0,7461.0
910,1,N,1,4,21111,20.0,N,대구,사무직,0.0,Y,사무직,2.0,1.0,0.0,5613.0,4971,9751.0
1251,1,N,2,3,34305,20.0,N,경기,사무직,12297866.0,N,n,0.0,0.0,0.0,3377.0,8194,3377.0
12424,1,N,1,3,7361,20.0,N,전남,기타,26967723.0,N,n,0.0,0.0,0.0,0.0,3046,3108.0
9233,1,N,1,6,10155,40.0,N,부산,기타,419950.0,Y,주부,3.0,3.0,0.0,3190.0967741935483,3530,4601.0
14881,1,N,2,1,6797,40.0,N,강원,기타,0.0,N,n,0.0,0.0,0.0,0.0,3432,3454.0
6377,1,N,2,2,2793,99.0,N,전남,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
18309,1,N,1,6,30835,40.0,N,서울,자영업,0.0,N,n,0.0,0.0,0.0,4813.8378378378375,7914,7984.0
5814,1,N,2,3,2288,20.0,N,전북,전문직,12598435.0,N,n,0.0,0.0,0.0,3424.0,2365,3424.0
12624,1,N,1,1,26111,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,7265,7209.0
16770,1,Y,2,4,13269,12.0,N,경기,자영업,28300.0,Y,자영업,0.0,0.0,0.0,3570.0,3852,8100.0
17082,2,,1,1,23055,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,6633,6502.0
6223,1,N,1,5,12222,20.0,N,경기,서비스,0.0,Y,주부,2.0,2.0,0.0,4749.0,5695,4749.0
21649,1,N,2,1,17881,99.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
8454,1,N,1,3,8472,20.0,N,경남,기타,0.0,N,n,0.0,0.0,0.0,0.0,3385,3322.0
196,2,,1,1,10277,20.0,N,경북,기타,0.0,N,n,0.0,0.0,0.0,0.0,3686,3686.0
19767,1,N,1,3,19702,12.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,5203,5030.0
1456,1,N,1,2,8389,70.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
6148,1,N,1,2,8055,40.0,N,경북,기타,0.0,N,n,0.0,0.0,0.0,0.0,2478,2387.0
15831,1,N,2,7,7083,20.0,N,경기,n,0.0,N,n,0.0,0.0,0.0,0.0,1459,0.0
6650,1,N,2,3,69595,20.0,N,서울,주부,0.0,Y,전문직,1.0,0.0,0.0,0.0,10925,3635.0
6059,1,N,2,4,0,20.0,N,경남,주부,0.0,Y,제조업,3.0,1.0,0.0,0.0,0,5010.0
12504,1,Y,2,2,14611,99.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
10522,1,N,1,3,24444,20.0,N,광주,기타,18348405.0,N,n,0.0,0.0,0.0,0.0,6538,6284.0
17917,1,N,2,0,5158,20.0,N,강원,기타,0.0,N,n,0.0,0.0,0.0,0.0,3720,0.0
17932,1,N,1,3,0,20.0,N,경기,사무직,0.0,N,n,0.0,0.0,0.0,3885.0,0,3885.0
14798,1,N,1,2,6666,20.0,N,전남,기타,0.0,N,n,0.0,0.0,0.0,0.0,5285,5354.0
14875,1,N,2,1,6111,30.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,3575,3545.0
21895,1,N,1,1,71111,20.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,10248,10146.0
13244,1,N,2,6,5458,12.0,N,충남,주부,0.0,N,n,0.0,0.0,0.0,0.0,3694,4382.0
13975,1,N,1,5,11250,40.0,N,경기,서비스,39566772.0,Y,주부,2.0,2.0,0.0,4660.0,5921,4660.0
8667,1,N,1,1,0,20.0,N,부산,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
7186,1,N,1,6,8305,30.0,N,경남,서비스,0.0,Y,주부,1.0,3.0,0.0,3881.65,5216,5171.0
3856,1,N,1,3,0,20.0,N,경남,자영업,5050400.0,N,n,0.0,0.0,0.0,4657.0,0,4657.0
8559,1,N,1,1,13611,30.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,4577,4554.0
6970,1,N,1,1,8611,20.0,N,전북,기타,0.0,N,n,0.0,0.0,0.0,0.0,3640,3621.0
5951,1,N,1,2,15694,20.0,N,광주,기타,0.0,N,n,0.0,0.0,0.0,0.0,4154,3860.0
10512,1,N,1,2,15000,20.0,N,경남,기타,0.0,N,n,0.0,0.0,0.0,0.0,4585,4427.0
8106,1,N,2,2,23888,20.0,N,울산,기타,0.0,N,n,0.0,0.0,0.0,0.0,9262,8976.0
17501,1,N,2,6,0,20.0,N,충북,1차산업,0.0,Y,1차산업,0.0,0.0,0.0,2726.0,0,2726.0
11148,1,N,2,1,0,20.0,N,경기,사무직,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
5949,1,Y,1,2,0,20.0,N,대구,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
3728,1,N,2,1,6388,20.0,N,전북,기타,0.0,N,n,0.0,0.0,0.0,0.0,2696,2696.0
19570,1,N,1,3,5192,12.0,N,강원,기타,0.0,N,n,0.0,0.0,0.0,0.0,2309,2290.0
315,1,N,1,6,11182,30.0,N,서울,기타,0.0,Y,주부,1.0,3.0,0.0,3190.0967741935483,2592,7984.0
13955,1,N,1,5,15555,20.0,N,경기,서비스,0.0,Y,기타,2.0,2.0,0.0,4790.0,5930,8401.0
10907,1,N,1,2,15694,30.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,3780,3761.0
21987,1,N,1,1,8888,20.0,N,광주,기타,0.0,N,n,0.0,0.0,0.0,0.0,3927,3745.0
16497,1,N,1,4,11388,20.0,N,울산,제조업,0.0,Y,사무직,1.0,1.0,0.0,5427.0,3721,10263.0
1715,1,Y,1,2,6849,30.0,N,인천,사무직,0.0,N,n,0.0,0.0,0.0,3228.0,0,3228.0
14714,1,N,1,3,32222,20.0,N,서울,자영업,0.0,N,n,0.0,0.0,0.0,3558.0,9029,3558.0
12496,1,N,1,2,17222,20.0,N,대구,기타,0.0,N,n,0.0,0.0,0.0,0.0,6530,6276.0
15075,1,N,2,1,16595,99.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
696,1,N,1,5,23750,20.0,N,부산,서비스,9075278.0,Y,전문직,0.0,0.0,0.0,4674.0,10189,9123.0
10341,1,N,1,1,27777,20.0,N,경남,기타,0.0,N,n,0.0,0.0,0.0,0.0,7372,2803.0
22307,1,N,2,2,15660,12.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,4015,3926.0
2689,1,N,1,6,3067,12.0,N,충북,기타,6820600.0,N,n,0.0,0.0,0.0,3190.0967741935483,4218,4201.0
19334,1,N,2,2,23333,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,7968,7806.0
19317,1,Y,2,2,8139,30.0,N,울산,기타,0.0,N,n,0.0,0.0,0.0,0.0,4441,0.0
3715,1,N,2,1,16638,11.0,N,부산,기타,0.0,N,n,0.0,0.0,0.0,0.0,4772,4750.0
15217,1,N,1,2,12562,40.0,N,경기,서비스,0.0,N,n,0.0,0.0,0.0,3084.0,0,3084.0
3631,1,N,1,2,8574,99.0,N,경남,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
6279,1,N,2,1,0,20.0,N,전북,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
9948,1,N,1,4,40833,20.0,N,경기,제조업,0.0,Y,전문직,2.0,0.0,0.0,4613.0,9407,9258.0
19936,1,N,2,1,13120,12.0,N,강원,기타,0.0,N,n,0.0,0.0,0.0,0.0,4064,4029.0
17273,1,N,1,1,9583,20.0,N,경남,기타,0.0,N,n,0.0,0.0,0.0,0.0,2826,2681.0
18841,1,N,1,4,3472,30.0,N,경기,자영업,6619120.0,Y,주부,0.0,0.0,0.0,4151.0,4936,4151.0
12581,1,N,1,2,5207,99.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
3598,1,Y,1,2,31666,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,9751,9502.0
16274,1,N,1,5,10972,30.0,N,경남,제조업,0.0,Y,주부,0.0,0.0,0.0,4761.0,6188,4761.0
12245,1,N,1,4,32361,20.0,N,경기,사무직,22112541.0,N,n,0.0,0.0,0.0,5368.0,7958,5368.0
17263,2,,2,2,23194,20.0,N,경기,사무직,10229479.0,N,n,0.0,0.0,0.0,2757.0,8656,2757.0
10264,1,N,1,2,17866,99.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
4100,1,N,1,1,7210,12.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,3399,0.0
1822,1,N,2,1,8333,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,4197,4336.0
15363,1,N,1,1,30277,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,8489,8558.0
14866,1,N,2,1,75389,11.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,8827,8850.0
21610,1,N,2,2,0,20.0,N,경북,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
9169,1,N,2,7,8032,99.0,N,대구,주부,0.0,Y,서비스,0.0,0.0,0.0,0.0,0,0.0
8425,1,N,1,2,37916,20.0,N,부산,기타,0.0,N,n,0.0,0.0,0.0,0.0,11089,11089.0
10623,1,N,1,1,9583,20.0,N,전남,기타,0.0,N,n,0.0,0.0,0.0,0.0,3898,3917.0
4530,2,,1,1,25138,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,7027,7027.0
4063,1,N,1,1,8472,20.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,2570,2549.0
19383,1,N,1,1,33333,20.0,N,부산,기타,0.0,N,n,0.0,0.0,0.0,0.0,9355,9355.0
8091,1,N,2,2,13750,20.0,N,대구,기타,0.0,N,n,0.0,0.0,0.0,0.0,6089,5968.0
6261,1,N,1,1,7624,13.0,N,울산,기타,0.0,N,n,0.0,0.0,0.0,0.0,3758,3688.0
14758,1,N,2,2,5408,13.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
4461,1,N,1,0,41724,20.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,9972,9984.0
1569,1,N,2,4,0,20.0,N,서울,사무직,0.0,Y,n,0.0,0.0,0.0,4410.0,0,10286.0
4742,1,N,2,8,3964,12.0,N,대전,기타,0.0,Y,주부,0.0,0.0,0.0,0.0,1282,1264.0
3670,1,N,1,2,7874,99.0,N,충남,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
3893,1,N,1,2,5615,12.0,N,충북,사무직,0.0,N,n,0.0,0.0,0.0,1977.0,2116,1977.0
15881,1,N,1,7,36527,20.0,N,경기,n,0.0,N,n,0.0,0.0,0.0,0.0,4565,0.0
12813,1,N,1,1,3687,12.0,N,대전,기타,0.0,N,n,0.0,0.0,0.0,0.0,3492,4019.0
8423,1,N,2,3,0,20.0,N,대전,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
21432,1,N,2,3,4221,99.0,N,충남,서비스,0.0,N,n,0.0,0.0,0.0,2894.0,0,2894.0
10508,2,,1,2,47222,20.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,10471,10406.0
15361,1,N,2,1,28888,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,8698,8676.0
19198,1,N,2,3,20277,20.0,N,대구,기타,0.0,N,n,0.0,0.0,0.0,0.0,5871,5547.0
15792,1,N,2,1,5947,99.0,N,강원,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
1621,1,N,1,3,8170,40.0,N,부산,기타,0.0,Y,주부,2.0,1.0,0.0,3529.0,3445,3529.0
20577,1,N,1,6,8756,12.0,N,서울,서비스,0.0,Y,주부,2.0,3.0,0.0,3881.65,5206,5393.0
15374,1,Y,1,6,12562,99.0,N,경기,자영업,0.0,N,n,0.0,0.0,0.0,5177.0,0,5177.0
21794,1,N,2,2,1978,12.0,N,광주,기타,0.0,N,n,0.0,0.0,0.0,0.0,4771,4762.0
17467,1,N,1,2,16666,30.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,6950,7084.0
12631,1,N,1,1,27777,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,6370,6220.0
21656,2,,1,6,13858,20.0,N,부산,1차산업,0.0,Y,주부,1.0,3.0,0.0,4147.0,5512,7301.0
22286,2,,2,6,3870,99.0,N,충남,주부,0.0,Y,1차산업,0.0,0.0,0.0,0.0,0,0.0
17462,1,N,1,2,14250,12.0,N,경기,기타,9261252.0,N,n,0.0,0.0,0.0,0.0,5922,5800.0
13913,1,N,1,5,11666,20.0,N,인천,서비스,638400.0,N,n,0.0,0.0,0.0,4726.0,5234,4726.0
14974,1,N,2,4,36805,20.0,N,경남,n,0.0,Y,사무직,1.0,1.0,0.0,4002.0,0,8266.0
17311,1,N,1,1,8021,30.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,3778,0.0
19681,1,N,1,1,8017,30.0,N,인천,기타,0.0,N,n,0.0,0.0,0.0,0.0,4213,4213.0
4257,1,N,2,1,2361,20.0,N,광주,기타,0.0,N,n,0.0,0.0,0.0,0.0,2446,2446.0
15322,1,N,1,5,0,20.0,N,경기,사무직,0.0,N,n,0.0,0.0,0.0,6335.0,0,6335.0
19147,1,Y,1,3,23611,30.0,N,서울,사무직,0.0,N,n,0.0,0.0,0.0,4058.0,8436,4058.0
17102,1,N,2,1,0,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
12541,1,N,1,2,5320,99.0,N,경남,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
1174,2,,1,4,11527,20.0,N,경남,제조업,0.0,Y,주부,0.0,0.0,0.0,4502.0,0,4502.0
21555,1,N,1,2,21111,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,8656,8656.0
8142,1,N,1,2,16944,20.0,N,부산,사무직,0.0,N,n,0.0,0.0,0.0,2562.0,7934,2562.0
10210,1,N,1,3,5902,40.0,N,충북,기타,0.0,N,n,0.0,0.0,0.0,0.0,2497,2278.0
21575,1,Y,2,2,9027,20.0,N,전북,기타,0.0,N,n,0.0,0.0,0.0,0.0,6245,6357.0
8132,1,Y,2,2,2767,12.0,N,대전,기타,91019235.0,N,n,0.0,0.0,0.0,0.0,2223,2212.0
3707,1,N,1,2,8756,40.0,N,인천,기타,0.0,N,n,0.0,0.0,0.0,0.0,4056,4099.0
2042,1,N,2,2,6877,11.0,N,광주,기타,0.0,N,n,0.0,0.0,0.0,0.0,5435,5425.0
19630,2,,2,1,8194,20.0,N,경남,기타,0.0,N,n,0.0,0.0,0.0,0.0,3525,3448.0
9131,1,N,1,1,5393,40.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,3944,4015.0
20660,1,N,1,5,8786,99.0,N,부산,서비스,2454800.0,Y,주부,1.0,3.0,0.0,4246.0,0,4246.0
13554,1,N,1,1,2980,11.0,N,전남,기타,0.0,N,n,0.0,0.0,0.0,0.0,2740,2702.0
5970,1,N,1,1,36569,12.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,6295,6093.0
21520,1,N,2,2,13333,20.0,N,인천,기타,0.0,N,n,0.0,0.0,0.0,0.0,6217,6125.0
17058,1,N,1,2,56659,20.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,10840,10767.0
4383,1,Y,2,3,12361,30.0,N,서울,사무직,2767370.0,N,n,0.0,0.0,0.0,2730.0,4255,2730.0
12639,1,N,1,1,3194,20.0,N,충북,기타,30804968.0,N,n,0.0,0.0,0.0,0.0,2272,2255.0
6318,2,,1,1,8545,30.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,4468,4407.0
21627,1,N,2,2,0,20.0,N,강원,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
1235,1,N,2,3,40000,12.0,N,전북,전문직,6237569.0,N,n,0.0,0.0,0.0,3760.0,8296,3760.0
4410,1,N,1,2,20972,30.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,9920,9881.0
19845,2,,2,3,26388,20.0,N,부산,기타,0.0,N,n,0.0,0.0,0.0,0.0,6812,6812.0
20715,1,N,1,5,19861,20.0,N,경기,사무직,907121.0,Y,주부,1.0,2.0,0.0,6481.0,6848,6481.0
10572,1,N,1,1,13611,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,4954,4912.0
2407,2,,1,1,9132,99.0,N,울산,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
10592,1,Y,2,3,8027,99.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
10234,1,N,1,2,12222,20.0,N,광주,기타,0.0,N,n,0.0,0.0,0.0,0.0,6933,6854.0
15808,1,N,2,1,14940,11.0,N,대구,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
19429,1,N,1,6,6084,20.0,N,강원,자영업,0.0,Y,서비스,0.0,0.0,0.0,5001.0,0,10619.0
22272,2,,1,4,0,20.0,N,경기,n,0.0,N,n,0.0,0.0,0.0,4435.0,0,4435.0
731,1,N,1,5,49027,20.0,N,서울,자영업,0.0,Y,주부,1.0,2.0,0.0,6158.0,10499,6158.0
9845,1,N,1,4,9722,20.0,N,경북,서비스,336120.0,N,n,0.0,0.0,0.0,4504.0,5306,4504.0
10665,1,N,2,1,16388,20.0,N,경남,기타,0.0,N,n,0.0,0.0,0.0,0.0,5077,4860.0
10729,1,N,1,4,64444,30.0,N,서울,제조업,0.0,N,n,0.0,0.0,0.0,4625.0,13173,4625.0
19239,1,N,1,3,7777,20.0,N,경기,사무직,39953700.0,N,n,0.0,0.0,0.0,3536.0,3444,3536.0
10398,1,N,1,5,0,20.0,N,서울,사무직,0.0,Y,자영업,2.0,2.0,0.0,6147.0,0,10212.0
15029,1,N,1,2,14971,12.0,N,서울,기타,119936735.0,N,n,0.0,0.0,0.0,0.0,3562,3476.0
6248,1,N,2,3,3888,20.0,N,전남,주부,6047118.0,Y,제조업,1.0,1.0,0.0,0.0,2615,3140.0
19401,1,N,1,1,0,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
17034,2,,2,2,20107,99.0,N,서울,서비스,5611336.0,N,n,0.0,0.0,0.0,2341.0,0,2341.0
22265,1,N,1,2,3016,12.0,N,전남,기타,0.0,N,n,0.0,0.0,0.0,0.0,2657,2651.0
21643,1,N,1,1,5922,99.0,N,제주,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
6491,1,N,2,3,15000,99.0,N,서울,주부,0.0,Y,자영업,1.0,0.0,0.0,0.0,0,6180.0
8190,1,N,2,1,15261,99.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
20106,1,N,2,3,25608,30.0,N,서울,주부,0.0,Y,사무직,2.0,0.0,0.0,0.0,6653,3804.0
21675,1,N,1,5,30000,20.0,N,경기,사무직,0.0,Y,주부,2.0,1.0,0.0,5345.0,9796,5345.0
8717,1,N,2,3,7486,20.0,N,충남,제조업,0.0,N,n,0.0,0.0,0.0,2888.0,2995,2888.0
10558,1,N,2,1,12916,20.0,N,부산,기타,0.0,N,n,0.0,0.0,0.0,0.0,5607,5546.0
10270,1,N,2,2,32916,30.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,9957,9921.0
15239,1,N,2,2,7916,20.0,N,경남,기타,0.0,N,n,0.0,0.0,0.0,0.0,3344,3303.0
14593,1,N,2,3,8205,40.0,N,경기,주부,7261600.0,Y,제조업,0.0,0.0,0.0,0.0,3622,4511.0
15556,1,N,2,2,0,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
21907,1,N,2,1,11805,30.0,N,대구,기타,0.0,N,n,0.0,0.0,0.0,0.0,4959,4812.0
15180,1,N,2,3,0,20.0,N,경기,n,0.0,N,n,0.0,0.0,0.0,3603.0,0,3603.0
21370,1,N,1,3,13333,20.0,N,충남,제조업,24382912.0,N,n,0.0,0.0,0.0,3613.0,3758,3613.0
16490,2,,1,4,20555,20.0,N,서울,사무직,0.0,Y,주부,0.0,0.0,0.0,5210.0,7523,5210.0
4174,2,,2,4,23750,20.0,N,대전,주부,0.0,Y,사무직,0.0,0.0,0.0,0.0,6414,5192.0
4778,1,N,1,7,17777,20.0,N,광주,자영업,3000000.0,Y,주부,0.0,0.0,0.0,0.0,2574,2592.0
13017,1,N,2,1,15133,40.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,4053,4009.0
17797,1,N,2,2,2224,12.0,N,대전,기타,0.0,N,n,0.0,0.0,0.0,0.0,2205,2203.0
20871,1,N,1,5,7465,12.0,N,대전,제조업,34193425.0,Y,주부,2.0,2.0,0.0,4540.0,0,4540.0
2881,2,,2,5,10555,30.0,N,부산,주부,7824240.0,Y,n,2.0,2.0,0.0,0.0,6391,6370.0
1981,2,,2,3,19584,40.0,N,경기,서비스,0.0,N,n,0.0,0.0,0.0,3506.0,5408,3506.0
12562,1,N,1,2,26944,20.0,N,부산,기타,0.0,N,n,0.0,0.0,0.0,0.0,8039,8039.0
15578,1,N,1,0,45000,13.0,N,충북,기타,0.0,N,n,0.0,0.0,0.0,0.0,9780,9780.0
2047,1,N,2,2,0,60.0,N,강원,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
17090,1,N,1,1,10523,13.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,3051,3118.0
7130,1,N,1,6,23472,20.0,N,인천,서비스,0.0,Y,주부,1.0,3.0,0.0,3881.65,7673,8576.0
11119,2,,2,1,0,20.0,N,충남,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
22028,2,,1,1,4256,11.0,N,경남,기타,0.0,N,n,0.0,0.0,0.0,0.0,3269,3251.0
5866,1,Y,1,2,32083,20.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
1497,1,N,2,1,20138,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,5527,5437.0
6552,1,N,1,6,12083,20.0,N,경기,서비스,0.0,Y,주부,0.0,0.0,0.0,3881.65,3342,3342.0
1109,1,Y,1,4,3879,11.0,N,광주,사무직,1877820.0,Y,주부,4.0,0.0,0.0,3620.0,2779,3620.0
17172,1,N,1,4,2994,13.0,N,부산,사무직,0.0,N,n,0.0,0.0,0.0,4398.0,2593,4398.0
6610,2,,2,3,14444,20.0,N,경기,주부,0.0,Y,제조업,0.0,0.0,0.0,0.0,3784,3953.0
6935,1,N,1,1,8888,20.0,N,강원,기타,0.0,N,n,0.0,0.0,0.0,0.0,3445,3362.0
22314,1,N,1,1,20555,20.0,N,충북,기타,0.0,N,n,0.0,0.0,0.0,0.0,6380,6088.0
5842,1,N,2,2,23194,20.0,N,경기,기타,11944470.0,N,n,0.0,0.0,0.0,0.0,5583,5493.0
7637,1,N,1,4,9770,13.0,N,경기,전문직,9273915.0,Y,사무직,0.0,0.0,0.0,4845.0,3406,9157.0
4810,2,,1,6,6250,20.0,N,전북,제조업,0.0,Y,주부,1.0,3.0,0.0,4322.930232558139,2614,3869.0
5115,1,N,1,5,7629,40.0,N,경기,사무직,0.0,Y,사무직,3.0,1.0,0.0,4828.0,5557,9576.0
22270,1,N,1,0,6888,12.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,3817,3781.0
2783,1,N,1,5,9722,20.0,N,서울,서비스,0.0,Y,주부,1.0,3.0,0.0,4619.0,3940,4619.0
11029,1,N,1,1,9583,30.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,3915,3901.0
12578,1,N,1,2,13082,99.0,N,대구,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
17799,1,N,2,3,41805,20.0,N,경기,주부,0.0,Y,전문직,1.0,0.0,0.0,0.0,8356,4042.0
16819,2,,1,3,22777,20.0,N,서울,자영업,0.0,Y,주부,0.0,0.0,0.0,4693.0,8078,4693.0
12459,1,N,2,3,7500,30.0,N,인천,기타,0.0,N,n,0.0,0.0,0.0,0.0,3566,3566.0
13334,2,,1,1,17777,20.0,N,강원,기타,0.0,N,n,0.0,0.0,0.0,0.0,6486,6289.0
6275,1,N,1,3,11944,20.0,N,부산,기타,0.0,N,n,0.0,0.0,0.0,0.0,3592,3606.0
10497,1,N,2,2,10972,20.0,N,강원,기타,0.0,N,n,0.0,0.0,0.0,0.0,3644,3702.0
1481,1,N,1,2,0,20.0,N,세종,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
7987,1,N,2,3,70000,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,11499,11345.0
13551,1,N,1,1,5767,99.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
4716,2,,1,1,14305,20.0,N,대구,기타,0.0,N,n,0.0,0.0,0.0,0.0,3862,3857.0
15571,1,N,2,3,65000,20.0,N,서울,자영업,0.0,N,n,0.0,0.0,0.0,3766.0,11535,3766.0
12610,1,N,2,1,13415,99.0,N,서울,기타,0.0,N,n,0.0,0.0,0.0,0.0,0,0.0
15526,2,,1,1,31666,20.0,N,경기,기타,0.0,N,n,0.0,0.0,0.0,0.0,8763,8394.0
3605,1,N,1,2,13311,11.0,N,경북,사무직,0.0,N,n,0.0,0.0,0.0,2961.0,5986,2961.0
2764,1,N,1,5,11028,50.0,N,경기,자영업,1683200.0,Y,주부,2.0,2.0,0.0,5706.0,5277,5706.0
8090,1,N,2,2,11921,99.0,N,경기,사무직,0.0,N,n,0.0,0.0,0.0,2514.0,0,2514.0
